CATALOG_ID|CATALOG_CID|CATALOG_NAME|CATGROUP_ID_PATH|CATGROUP_CID_PATH|CATGROUP_NAME_PATH|CATGROUP_ID_CHILD|CATGROUP_CID_CHILD|CATGROUP_NAME_CHILD|CATGROUP_ID_PARENT|CATGROUP_CID_PARENT|CATGROUP_NAME_PARENT|CATGROUP_ID_TOP|CATGROUP_CID_TOP|CATGROUP_NAME_TOP|LEVEL
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600004534/1209628505/1209802249|/49_FBM/17973610_FBM/17982210_FBM|/Movies Music & Gaming/Blu-Ray Movies/Religious|1209802249|17982210_FBM|Religious|1209628505|17973610_FBM|Blu-Ray Movies|1600004534|49_FBM|Movies Music & Gaming|3
12605|SEARS_SALES_CATALOG|Sears Sales Catalog|/1036166/1209628540/1209803662|/49/17973610/17982210|/Movies Music & Gaming/Blu-Ray Movies/Religious|1209803662|17982210|Religious|1209628540|17973610|Blu-Ray Movies|1036166|49|Movies Music & Gaming|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013001/1200000202/1210360418|/11/34101/421210|/Fitness & Sports/Water Sports/Body Boards|1210360418|421210|Body Boards|1200000202|34101|Water Sports|1013001|11|Fitness & Sports|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013001/1200000202/1210360469|/11/34101/421310|/Fitness & Sports/Water Sports/Paddle Boards|1210360469|421310|Paddle Boards|1200000202|34101|Water Sports|1013001|11|Fitness & Sports|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013014/1200000222/1210680137|/22/363/423610|/Tools/Plumbing Tools/Pipe|1210680137|423610|Pipe|1200000222|363|Plumbing Tools|1013014|22|Tools|3
12605|SEARS_SALES_CATALOG|Sears Sales Catalog|/1020011/1020085/1211928283|/38/778/18011210|/Clothing/Juniors/Jumpsuits|1211928283|18011210|Jumpsuits|1020085|778|Juniors|1020011|38|Clothing|3
12605|SEARS_SALES_CATALOG|Sears Sales Catalog|/1020011/1020085/1211928328|/38/778/18011110|/Clothing/Juniors/Rompers|1211928328|18011110|Rompers|1020085|778|Juniors|1020011|38|Clothing|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013014/1200000222/1210680143|/22/363/423710|/Tools/Plumbing Tools/Pipe Fittings|1210680143|423710|Pipe Fittings|1200000222|363|Plumbing Tools|1013014|22|Tools|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013014/1200000222/1210680169|/22/363/423810|/Tools/Plumbing Tools/Valves|1210680169|423810|Valves|1200000222|363|Plumbing Tools|1013014|22|Tools|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013014/1200000105/1210680472|/22/357/423910|/Tools/Hardware & Vents/Metal Stock|1210680472|423910|Metal Stock|1200000105|357|Hardware & Vents|1013014|22|Tools|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013001/1200000204/1211315364|/11/34001/424110|/Fitness & Sports/Winter Sports/Ice Hockey Sets|1211315364|424110|Ice Hockey Sets|1200000204|34001|Winter Sports|1013001|11|Fitness & Sports|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1200000004/80002/1211470767|/13/5/424210|/Bed Bath & Home/Bed & Bath/Bath Collections-Towels|1211470767|424210|Bath Collections-Towels|80002|5|Bed & Bath|1200000004|13|Bed Bath & Home|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000012/1600000234/1211935696|/38_FBM/778_FBM/18011210_FBM|/Clothing/Juniors/Jumpsuits|1211935696|18011210_FBM|Jumpsuits|1600000234|778_FBM|Juniors|1600000012|38_FBM|Clothing|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000012/1600000234/1211936455|/38_FBM/778_FBM/18011110_FBM|/Clothing/Juniors/Rompers|1211936455|18011110_FBM|Rompers|1600000234|778_FBM|Juniors|1600000012|38_FBM|Clothing|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013014/1200000222/1212426369|/22/363/426310|/Tools/Plumbing Tools/Thread Sealants|1212426369|426310|Thread Sealants|1200000222|363|Plumbing Tools|1013014|22|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345088/1213358236|/127_FBM/17136601_FBM/17138101_FBM|/Tools/Corded Handheld Power Tools/Power Screwdrivers & Screwguns|1213358236|17138101_FBM|Power Screwdrivers & Screwguns|1213345088|17136601_FBM|Corded Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345088/1213358244|/127_FBM/17136601_FBM/17137601_FBM|/Tools/Corded Handheld Power Tools/Jig Saws|1213358244|17137601_FBM|Jig Saws|1213345088|17136601_FBM|Corded Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345088/1213358255|/127_FBM/17136601_FBM/17137301_FBM|/Tools/Corded Handheld Power Tools/Drills|1213358255|17137301_FBM|Drills|1213345088|17136601_FBM|Corded Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345088/1213358264|/127_FBM/17136601_FBM/17138401_FBM|/Tools/Corded Handheld Power Tools/Rotary & Spiral Cutting Tools|1213358264|17138401_FBM|Rotary & Spiral Cutting Tools|1213345088|17136601_FBM|Corded Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345088/1213358273|/127_FBM/17136601_FBM/17137001_FBM|/Tools/Corded Handheld Power Tools/Buffers & Polishers|1213358273|17137001_FBM|Buffers & Polishers|1213345088|17136601_FBM|Corded Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345088/1213358281|/127_FBM/17136601_FBM/17137401_FBM|/Tools/Corded Handheld Power Tools/Grinders|1213358281|17137401_FBM|Grinders|1213345088|17136601_FBM|Corded Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345088/1213358289|/127_FBM/17136601_FBM/17138701_FBM|/Tools/Corded Handheld Power Tools/Staplers, Tackers & Accessories|1213358289|17138701_FBM|Staplers, Tackers & Accessories|1213345088|17136601_FBM|Corded Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345088/1213358301|/127_FBM/17136601_FBM/17137101_FBM|/Tools/Corded Handheld Power Tools/Circular Saws|1213358301|17137101_FBM|Circular Saws|1213345088|17136601_FBM|Corded Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345088/1213358309|/127_FBM/17136601_FBM/17138001_FBM|/Tools/Corded Handheld Power Tools/Power Painting & Accessories|1213358309|17138001_FBM|Power Painting & Accessories|1213345088|17136601_FBM|Corded Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345088/1213358319|/127_FBM/17136601_FBM/17137701_FBM|/Tools/Corded Handheld Power Tools/Joiners|1213358319|17137701_FBM|Joiners|1213345088|17136601_FBM|Corded Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345088/1213358327|/127_FBM/17136601_FBM/17136901_FBM|/Tools/Corded Handheld Power Tools/Brad Nailers & Accessories|1213358327|17136901_FBM|Brad Nailers & Accessories|1213345088|17136601_FBM|Corded Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345088/1213358334|/127_FBM/17136601_FBM/17137801_FBM|/Tools/Corded Handheld Power Tools/Planers|1213358334|17137801_FBM|Planers|1213345088|17136601_FBM|Corded Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345088/1213358341|/127_FBM/17136601_FBM/17137201_FBM|/Tools/Corded Handheld Power Tools/Combo Kits|1213358341|17137201_FBM|Combo Kits|1213345088|17136601_FBM|Corded Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345088/1213358353|/127_FBM/17136601_FBM/17137901_FBM|/Tools/Corded Handheld Power Tools/Power Hammers & Nails|1213358353|17137901_FBM|Power Hammers & Nails|1213345088|17136601_FBM|Corded Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345088/1213358359|/127_FBM/17136601_FBM/17138201_FBM|/Tools/Corded Handheld Power Tools/Reciprocating Saws|1213358359|17138201_FBM|Reciprocating Saws|1213345088|17136601_FBM|Corded Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345088/1213358366|/127_FBM/17136601_FBM/17136801_FBM|/Tools/Corded Handheld Power Tools/All Corded Power Tools|1213358366|17136801_FBM|All Corded Power Tools|1213345088|17136601_FBM|Corded Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345088/1213358373|/127_FBM/17136601_FBM/17138301_FBM|/Tools/Corded Handheld Power Tools/Riveters & Rivets|1213358373|17138301_FBM|Riveters & Rivets|1213345088|17136601_FBM|Corded Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345088/1213358379|/127_FBM/17136601_FBM/17137501_FBM|/Tools/Corded Handheld Power Tools/Heat Guns, Glue Guns & Glue Sticks|1213358379|17137501_FBM|Heat Guns, Glue Guns & Glue Sticks|1213345088|17136601_FBM|Corded Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345088/1213358386|/127_FBM/17136601_FBM/17138601_FBM|/Tools/Corded Handheld Power Tools/Sanders|1213358386|17138601_FBM|Sanders|1213345088|17136601_FBM|Corded Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345088/1213358390|/127_FBM/17136601_FBM/17138501_FBM|/Tools/Corded Handheld Power Tools/Routers & Laminate Trimmers|1213358390|17138501_FBM|Routers & Laminate Trimmers|1213345088|17136601_FBM|Corded Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345088/1213358395|/127_FBM/17136601_FBM/17569201_FBM|/Tools/Corded Handheld Power Tools/Concrete Power Tools|1213358395|17569201_FBM|Concrete Power Tools|1213345088|17136601_FBM|Corded Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345089/1213358400|/127_FBM/17173101_FBM/17173401_FBM|/Tools/Cordless Handheld Power Tools/Brad Nailers & Accessories|1213358400|17173401_FBM|Brad Nailers & Accessories|1213345089|17173101_FBM|Cordless Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345089/1213361189|/127_FBM/17173101_FBM/17173501_FBM|/Tools/Cordless Handheld Power Tools/Buffers & Polishers|1213361189|17173501_FBM|Buffers & Polishers|1213345089|17173101_FBM|Cordless Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345089/1213361199|/127_FBM/17173101_FBM/17174001_FBM|/Tools/Cordless Handheld Power Tools/Heat Guns, Glue Guns & Glue Sticks|1213361199|17174001_FBM|Heat Guns, Glue Guns & Glue Sticks|1213345089|17173101_FBM|Cordless Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345089/1213361208|/127_FBM/17173101_FBM/17174301_FBM|/Tools/Cordless Handheld Power Tools/Planers|1213361208|17174301_FBM|Planers|1213345089|17173101_FBM|Cordless Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345089/1213361218|/127_FBM/17173101_FBM/17173301_FBM|/Tools/Cordless Handheld Power Tools/All Cordless Power Tools|1213361218|17173301_FBM|All Cordless Power Tools|1213345089|17173101_FBM|Cordless Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345089/1213361228|/127_FBM/17173101_FBM/17173701_FBM|/Tools/Cordless Handheld Power Tools/Combo Kits|1213361228|17173701_FBM|Combo Kits|1213345089|17173101_FBM|Cordless Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345089/1213361303|/127_FBM/17173101_FBM/17174401_FBM|/Tools/Cordless Handheld Power Tools/Power Hammers & Nails|1213361303|17174401_FBM|Power Hammers & Nails|1213345089|17173101_FBM|Cordless Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345089/1213361241|/127_FBM/17173101_FBM/17173601_FBM|/Tools/Cordless Handheld Power Tools/Circular Saws|1213361241|17173601_FBM|Circular Saws|1213345089|17173101_FBM|Cordless Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345089/1213361260|/127_FBM/17173101_FBM/17175101_FBM|/Tools/Cordless Handheld Power Tools/Sanders|1213361260|17175101_FBM|Sanders|1213345089|17173101_FBM|Cordless Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345089/1213361274|/127_FBM/17173101_FBM/17174701_FBM|/Tools/Cordless Handheld Power Tools/Reciprocating Saws|1213361274|17174701_FBM|Reciprocating Saws|1213345089|17173101_FBM|Cordless Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345089/1213361288|/127_FBM/17173101_FBM/17175001_FBM|/Tools/Cordless Handheld Power Tools/Routers & Laminate Trimmers|1213361288|17175001_FBM|Routers & Laminate Trimmers|1213345089|17173101_FBM|Cordless Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345089/1213361314|/127_FBM/17173101_FBM/17174501_FBM|/Tools/Cordless Handheld Power Tools/Power Painting & Accessories|1213361314|17174501_FBM|Power Painting & Accessories|1213345089|17173101_FBM|Cordless Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345089/1213361326|/127_FBM/17173101_FBM/17174801_FBM|/Tools/Cordless Handheld Power Tools/Riveters & Rivets|1213361326|17174801_FBM|Riveters & Rivets|1213345089|17173101_FBM|Cordless Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345089/1213361337|/127_FBM/17173101_FBM/17174901_FBM|/Tools/Cordless Handheld Power Tools/Rotary & Spiral Cutting Tools|1213361337|17174901_FBM|Rotary & Spiral Cutting Tools|1213345089|17173101_FBM|Cordless Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345089/1213361347|/127_FBM/17173101_FBM/17173801_FBM|/Tools/Cordless Handheld Power Tools/Drills|1213361347|17173801_FBM|Drills|1213345089|17173101_FBM|Cordless Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345089/1213361358|/127_FBM/17173101_FBM/17175201_FBM|/Tools/Cordless Handheld Power Tools/Staplers, Tackers & Accessories|1213361358|17175201_FBM|Staplers, Tackers & Accessories|1213345089|17173101_FBM|Cordless Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345089/1213361369|/127_FBM/17173101_FBM/17174201_FBM|/Tools/Cordless Handheld Power Tools/Joiners|1213361369|17174201_FBM|Joiners|1213345089|17173101_FBM|Cordless Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345089/1213361403|/127_FBM/17173101_FBM/17173201_FBM|/Tools/Cordless Handheld Power Tools/Add-on Tools|1213361403|17173201_FBM|Add-on Tools|1213345089|17173101_FBM|Cordless Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345089/1213361381|/127_FBM/17173101_FBM/17173901_FBM|/Tools/Cordless Handheld Power Tools/Grinders|1213361381|17173901_FBM|Grinders|1213345089|17173101_FBM|Cordless Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345089/1213361393|/127_FBM/17173101_FBM/17174601_FBM|/Tools/Cordless Handheld Power Tools/Power Screwdrivers & Screwguns|1213361393|17174601_FBM|Power Screwdrivers & Screwguns|1213345089|17173101_FBM|Cordless Handheld Power Tools|1600000009|127_FBM|Tools|3
22651|MARKET_PLACE_FBM_SALES_CATALOG|MARKET_PLACE_FBM_SALES_CATALOG|/1600000009/1213345089/1213361400|/127_FBM/17173101_FBM/17174101_FBM|/Tools/Cordless Handheld Power Tools/Jig Saws|1213361400|17174101_FBM|Jig Saws|1213345089|17173101_FBM|Cordless Handheld Power Tools|1600000009|127_FBM|Tools|3
12605|SEARS_SALES_CATALOG|Sears Sales Catalog|/1020000/1213346071/1213375400|/127/17136601/17138101|/Tools/Corded Handheld Power Tools/Power Screwdrivers & Screwguns|1213375400|17138101|Power Screwdrivers & Screwguns|1213346071|17136601|Corded Handheld Power Tools|1020000|127|Tools|3
12605|SEARS_SALES_CATALOG|Sears Sales Catalog|/1020000/1213346071/1213375401|/127/17136601/17137601|/Tools/Corded Handheld Power Tools/Jig Saws|1213375401|17137601|Jig Saws|1213346071|17136601|Corded Handheld Power Tools|1020000|127|Tools|3
12605|SEARS_SALES_CATALOG|Sears Sales Catalog|/1020000/1213346071/1213375402|/127/17136601/17137301|/Tools/Corded Handheld Power Tools/Drills|1213375402|17137301|Drills|1213346071|17136601|Corded Handheld Power Tools|1020000|127|Tools|3
12605|SEARS_SALES_CATALOG|Sears Sales Catalog|/1020000/1213346071/1213375403|/127/17136601/17138401|/Tools/Corded Handheld Power Tools/Rotary & Spiral Cutting Tools|1213375403|17138401|Rotary & Spiral Cutting Tools|1213346071|17136601|Corded Handheld Power Tools|1020000|127|Tools|3
12605|SEARS_SALES_CATALOG|Sears Sales Catalog|/1020000/1213346071/1213375404|/127/17136601/17137001|/Tools/Corded Handheld Power Tools/Buffers & Polishers|1213375404|17137001|Buffers & Polishers|1213346071|17136601|Corded Handheld Power Tools|1020000|127|Tools|3
12605|SEARS_SALES_CATALOG|Sears Sales Catalog|/1020000/1213346071/1213375405|/127/17136601/17137401|/Tools/Corded Handheld Power Tools/Grinders|1213375405|17137401|Grinders|1213346071|17136601|Corded Handheld Power Tools|1020000|127|Tools|3
12605|SEARS_SALES_CATALOG|Sears Sales Catalog|/1020000/1213346071/1213375443|/127/17136601/17137901|/Tools/Corded Handheld Power Tools/Power Hammers & Nails|1213375443|17137901|Power Hammers & Nails|1213346071|17136601|Corded Handheld Power Tools|1020000|127|Tools|3
12605|SEARS_SALES_CATALOG|Sears Sales Catalog|/1020000/1213346071/1213375444|/127/17136601/17138201|/Tools/Corded Handheld Power Tools/Reciprocating Saws|1213375444|17138201|Reciprocating Saws|1213346071|17136601|Corded Handheld Power Tools|1020000|127|Tools|3
12605|SEARS_SALES_CATALOG|Sears Sales Catalog|/1020000/1213346071/1213375445|/127/17136601/17136801|/Tools/Corded Handheld Power Tools/All Corded Power Tools|1213375445|17136801|All Corded Power Tools|1213346071|17136601|Corded Handheld Power Tools|1020000|127|Tools|3
12605|SEARS_SALES_CATALOG|Sears Sales Catalog|/1020000/1213346071/1213375446|/127/17136601/17138301|/Tools/Corded Handheld Power Tools/Riveters & Rivets|1213375446|17138301|Riveters & Rivets|1213346071|17136601|Corded Handheld Power Tools|1020000|127|Tools|3
12605|SEARS_SALES_CATALOG|Sears Sales Catalog|/1020000/1213346071/1213375447|/127/17136601/17137501|/Tools/Corded Handheld Power Tools/Heat Guns, Glue Guns & Glue Sticks|1213375447|17137501|Heat Guns, Glue Guns & Glue Sticks|1213346071|17136601|Corded Handheld Power Tools|1020000|127|Tools|3
12605|SEARS_SALES_CATALOG|Sears Sales Catalog|/1020000/1213346071/1213375448|/127/17136601/17138601|/Tools/Corded Handheld Power Tools/Sanders|1213375448|17138601|Sanders|1213346071|17136601|Corded Handheld Power Tools|1020000|127|Tools|3
12605|SEARS_SALES_CATALOG|Sears Sales Catalog|/1020000/1213346071/1213375406|/127/17136601/17138701|/Tools/Corded Handheld Power Tools/Staplers, Tackers & Accessories|1213375406|17138701|Staplers, Tackers & Accessories|1213346071|17136601|Corded Handheld Power Tools|1020000|127|Tools|3
12605|SEARS_SALES_CATALOG|Sears Sales Catalog|/1020000/1213346071/1213375407|/127/17136601/17137101|/Tools/Corded Handheld Power Tools/Circular Saws|1213375407|17137101|Circular Saws|1213346071|17136601|Corded Handheld Power Tools|1020000|127|Tools|3
12605|SEARS_SALES_CATALOG|Sears Sales Catalog|/1020000/1213346071/1213375408|/127/17136601/17138001|/Tools/Corded Handheld Power Tools/Power Painting & Accessories|1213375408|17138001|Power Painting & Accessories|1213346071|17136601|Corded Handheld Power Tools|1020000|127|Tools|3
12605|SEARS_SALES_CATALOG|Sears Sales Catalog|/1020000/1213346071/1213375409|/127/17136601/17137701|/Tools/Corded Handheld Power Tools/Joiners|1213375409|17137701|Joiners|1213346071|17136601|Corded Handheld Power Tools|1020000|127|Tools|3
12605|SEARS_SALES_CATALOG|Sears Sales Catalog|/1020000/1213346071/1213375410|/127/17136601/17136901|/Tools/Corded Handheld Power Tools/Brad Nailers & Accessories|1213375410|17136901|Brad Nailers & Accessories|1213346071|17136601|Corded Handheld Power Tools|1020000|127|Tools|3
12605|SEARS_SALES_CATALOG|Sears Sales Catalog|/1020000/1213346071/1213375441|/127/17136601/17137801|/Tools/Corded Handheld Power Tools/Planers|1213375441|17137801|Planers|1213346071|17136601|Corded Handheld Power Tools|1020000|127|Tools|3
12605|SEARS_SALES_CATALOG|Sears Sales Catalog|/1020000/1213346071/1213375442|/127/17136601/17137201|/Tools/Corded Handheld Power Tools/Combo Kits|1213375442|17137201|Combo Kits|1213346071|17136601|Corded Handheld Power Tools|1020000|127|Tools|3
12605|SEARS_SALES_CATALOG|Sears Sales Catalog|/1020000/1213346071/1213375449|/127/17136601/17138501|/Tools/Corded Handheld Power Tools/Routers & Laminate Trimmers|1213375449|17138501|Routers & Laminate Trimmers|1213346071|17136601|Corded Handheld Power Tools|1020000|127|Tools|3
12605|SEARS_SALES_CATALOG|Sears Sales Catalog|/1020000/1213346071/1213375450|/127/17136601/17569201|/Tools/Corded Handheld Power Tools/Concrete Power Tools|1213375450|17569201|Concrete Power Tools|1213346071|17136601|Corded Handheld Power Tools|1020000|127|Tools|3
12605|SEARS_SALES_CATALOG|Sears Sales Catalog|/1020000/1213346072/1213375451|/127/17173101/17173401|/Tools/Cordless Handheld Power Tools/Brad Nailers & Accessories|1213375451|17173401|Brad Nailers & Accessories|1213346072|17173101|Cordless Handheld Power Tools|1020000|127|Tools|3
12605|SEARS_SALES_CATALOG|Sears Sales Catalog|/1020000/1213346072/1213375452|/127/17173101/17173501|/Tools/Cordless Handheld Power Tools/Buffers & Polishers|1213375452|17173501|Buffers & Polishers|1213346072|17173101|Cordless Handheld Power Tools|1020000|127|Tools|3
12605|SEARS_SALES_CATALOG|Sears Sales Catalog|/1020000/1213346072/1213375453|/127/17173101/17174001|/Tools/Cordless Handheld Power Tools/Heat Guns, Glue Guns & Glue Sticks|1213375453|17174001|Heat Guns, Glue Guns & Glue Sticks|1213346072|17173101|Cordless Handheld Power Tools|1020000|127|Tools|3
12605|SEARS_SALES_CATALOG|Sears Sales Catalog|/1020000/1213346072/1213375454|/127/17173101/17174301|/Tools/Cordless Handheld Power Tools/Planers|1213375454|17174301|Planers|1213346072|17173101|Cordless Handheld Power Tools|1020000|127|Tools|3
12605|SEARS_SALES_CATALOG|Sears Sales Catalog|/1020000/1213346072/1213375455|/127/17173101/17173301|/Tools/Cordless Handheld Power Tools/All Cordless Power Tools|1213375455|17173301|All Cordless Power Tools|1213346072|17173101|Cordless Handheld Power Tools|1020000|127|Tools|3
12605|SEARS_SALES_CATALOG|Sears Sales Catalog|/1020000/1213346072/1213375456|/127/17173101/17173701|/Tools/Cordless Handheld Power Tools/Combo Kits|1213375456|17173701|Combo Kits|1213346072|17173101|Cordless Handheld Power Tools|1020000|127|Tools|3
12605|SEARS_SALES_CATALOG|Sears Sales Catalog|/1020000/1213346072/1213375457|/127/17173101/17173601|/Tools/Cordless Handheld Power Tools/Circular Saws|1213375457|17173601|Circular Saws|1213346072|17173101|Cordless Handheld Power Tools|1020000|127|Tools|3
12605|SEARS_SALES_CATALOG|Sears Sales Catalog|/1020000/1213346072/1213375458|/127/17173101/17175101|/Tools/Cordless Handheld Power Tools/Sanders|1213375458|17175101|Sanders|1213346072|17173101|Cordless Handheld Power Tools|1020000|127|Tools|3
